date,us2yield,sp500,usd_index
15/05/2024,4.73,5308.15,121.3543
16/05/2024,4.78,5297.1,121.2236
17/05/2024,4.83,5303.27,121.2354
20/05/2024,4.82,5308.13,121.2289
21/05/2024,4.82,5321.41,121.3793
22/05/2024,4.86,5307.01,121.5462
23/05/2024,4.91,5267.84,121.7477
24/05/2024,4.93,5304.72,121.6172
27/05/2024,,,
28/05/2024,4.94,5306.04,121.43
29/05/2024,4.96,5266.95,122.1641
30/05/2024,4.92,5235.48,121.9601
31/05/2024,4.89,5277.51,122.098
03/06/2024,4.82,5283.4,122.3509
04/06/2024,4.77,5291.34,122.7256
05/06/2024,4.72,5354.03,122.5339
06/06/2024,4.72,5352.96,122.3713
07/06/2024,4.87,5346.99,123.549
10/06/2024,4.87,5360.79,123.9125
11/06/2024,4.81,5375.32,124.0349
12/06/2024,4.75,5421.03,123.8295
13/06/2024,4.68,5433.74,124.0235
14/06/2024,4.67,5431.6,124.1694
17/06/2024,4.75,5473.23,124.239
18/06/2024,4.69,5487.03,123.9776
19/06/2024,,,
20/06/2024,4.7,5473.17,124.192
21/06/2024,4.7,5464.62,124.1086
24/06/2024,4.71,5447.87,123.7125
25/06/2024,4.65,5469.3,123.9417
26/06/2024,4.71,5477.9,124.26
27/06/2024,4.7,5482.87,124.3379
28/06/2024,4.71,5460.48,124.2103
01/07/2024,4.77,5475.09,124.4667
02/07/2024,4.74,5509.01,124.2917
03/07/2024,4.71,5537.02,123.7768
04/07/2024,,,
05/07/2024,4.6,5567.19,123.4762
08/07/2024,4.62,5572.85,123.3576
09/07/2024,4.62,5576.98,123.4071
10/07/2024,4.62,5633.91,123.1895
11/07/2024,4.5,5584.54,122.769
12/07/2024,4.45,5615.35,122.4404
15/07/2024,4.44,5631.22,122.6347
16/07/2024,4.43,5667.2,122.7264
17/07/2024,4.42,5588.27,122.518
18/07/2024,4.46,5544.59,122.7909
19/07/2024,4.49,5505,123.147
22/07/2024,4.5,5564.41,123.2172
23/07/2024,4.4,5555.74,123.3843
24/07/2024,4.37,5427.13,123.5575
25/07/2024,4.41,5399.22,123.5286
26/07/2024,4.36,5459.1,123.672
29/07/2024,4.36,5463.54,124.1392
30/07/2024,4.35,5436.44,124.2855
31/07/2024,4.29,5522.3,123.6373
01/08/2024,4.16,5446.68,123.8693
02/08/2024,3.88,5346.56,123.4681
05/08/2024,3.89,5186.33,123.5787
06/08/2024,3.99,5240.03,123.6532
07/08/2024,4,5199.5,123.5698
08/08/2024,4.04,5319.31,123.4466
09/08/2024,4.05,5344.16,122.9276
12/08/2024,4.01,5344.39,123.2204
13/08/2024,3.93,5434.43,123.0146
14/08/2024,3.94,5455.21,122.4297
15/08/2024,4.08,5543.22,122.5844
16/08/2024,4.06,5554.25,122.3972
19/08/2024,4.06,5608.25,121.8788
20/08/2024,3.99,5597.12,121.7728
21/08/2024,3.92,5620.85,121.8535
22/08/2024,3.99,5570.64,122.3626
23/08/2024,3.9,5634.61,121.4597
26/08/2024,3.91,5616.84,121.6943
27/08/2024,3.83,5625.8,121.8672
28/08/2024,3.83,5592.18,121.8943
29/08/2024,3.87,5591.96,122.2333
30/08/2024,3.91,5648.4,122.3262
02/09/2024,,,
03/09/2024,3.88,5528.93,122.7811
04/09/2024,3.76,5520.07,122.5144
05/09/2024,3.75,5503.41,122.4533
06/09/2024,3.66,5408.42,122.4991
09/09/2024,3.68,5471.05,122.7156
10/09/2024,3.59,5495.52,123.0071
11/09/2024,3.62,5554.13,122.7754
12/09/2024,3.64,5595.76,122.4423
13/09/2024,3.57,5626.02,121.6551
16/09/2024,3.56,5633.09,121.4976
17/09/2024,3.59,5634.58,121.6031
18/09/2024,3.61,5618.26,121.5618
19/09/2024,3.59,5713.64,121.3059
20/09/2024,3.55,5702.55,121.4052
23/09/2024,3.57,5718.57,121.4303
24/09/2024,3.49,5732.93,121.1291
25/09/2024,3.53,5722.26,121.4447
26/09/2024,3.6,5745.37,121.0785
27/09/2024,3.55,5738.17,121.1111
30/09/2024,3.66,5762.48,121.2864
01/10/2024,3.61,5708.75,121.6881
02/10/2024,3.63,5709.54,121.5724
03/10/2024,3.7,5699.94,122.1197
04/10/2024,3.93,5751.07,122.2197
07/10/2024,3.99,5695.94,122.4241
08/10/2024,3.98,5751.13,122.6625
09/10/2024,3.99,5792.04,122.8821
10/10/2024,3.98,5780.05,123.0951
11/10/2024,3.95,5815.03,122.9805
14/10/2024,,5859.85,
15/10/2024,3.95,5815.26,123.5124
16/10/2024,3.93,5842.47,123.9235
17/10/2024,3.96,5841.47,124.1122
18/10/2024,3.95,5864.67,123.9185
21/10/2024,4.02,5853.98,124.4757
22/10/2024,4.03,5851.2,124.4107
23/10/2024,4.07,5797.42,124.6931
24/10/2024,4.07,5809.86,124.5127
25/10/2024,4.11,5808.12,124.6105
28/10/2024,4.12,5823.52,124.8076
29/10/2024,4.11,5832.92,124.8612
30/10/2024,4.15,5813.67,124.8153
31/10/2024,4.16,5705.45,124.7988
01/11/2024,4.21,5728.8,124.8076
04/11/2024,4.17,5712.69,124.5903
05/11/2024,4.19,5782.76,124.5532
06/11/2024,4.27,5929.04,125.7035
07/11/2024,4.21,5973.1,124.775
08/11/2024,4.26,5995.54,125.5811
11/11/2024,,6001.35,
12/11/2024,4.34,5983.99,126.7762
13/11/2024,4.27,5985.38,126.9572
14/11/2024,4.34,5949.17,127.0015
15/11/2024,4.31,5870.62,126.8848
18/11/2024,4.29,5893.62,126.6045
19/11/2024,4.27,5916.98,126.3994
20/11/2024,4.31,5917.11,126.88
21/11/2024,4.34,5948.71,127.1047
22/11/2024,4.37,5969.34,127.4712
25/11/2024,4.21,5987.37,126.9948
26/11/2024,4.21,6021.63,127.4301
27/11/2024,4.19,5998.74,126.8205
28/11/2024,,,
29/11/2024,4.13,6032.38,126.5798
02/12/2024,4.17,6047.15,127.1272
03/12/2024,4.17,6049.88,126.9565
04/12/2024,4.13,6086.49,126.7574
05/12/2024,4.15,6075.11,126.4286
06/12/2024,4.1,6090.27,126.688
09/12/2024,4.13,6052.85,126.5981
10/12/2024,4.15,6034.91,126.957
11/12/2024,4.15,6084.19,126.8483
12/12/2024,4.18,6051.25,126.9556
13/12/2024,4.25,6051.09,127.3096
16/12/2024,4.25,6074.08,127.2687
17/12/2024,4.25,6050.61,127.5043
18/12/2024,4.35,5872.16,127.6418
19/12/2024,4.32,5867.08,128.6366
20/12/2024,4.3,5930.85,127.893
23/12/2024,4.3,5974.07,128.3021
24/12/2024,4.29,6040.04,128.3377
25/12/2024,,,
26/12/2024,4.3,6037.59,128.3329
27/12/2024,4.31,5970.84,128.45
30/12/2024,4.24,5906.94,128.8205
31/12/2024,4.25,5881.63,129.2775
01/01/2025,,,
02/01/2025,4.25,5868.55,129.4598
03/01/2025,4.28,5942.47,129.4535
06/01/2025,4.28,5975.38,128.538
07/01/2025,4.3,5909.03,128.613
08/01/2025,4.28,5918.25,129.0785
09/01/2025,4.27,,129.2827
10/01/2025,4.4,5827.04,129.8664
13/01/2025,4.4,5836.22,130.0413
14/01/2025,4.37,5842.91,129.3812
15/01/2025,4.27,5949.91,129.2092
16/01/2025,4.23,5937.34,129.436
17/01/2025,4.27,5996.66,129.4859
20/01/2025,,,
21/01/2025,4.29,6049.24,128.4151
22/01/2025,4.29,6086.37,128.3402
23/01/2025,4.29,6118.71,128.2162
24/01/2025,4.27,6101.24,127.4611
27/01/2025,4.17,6012.28,128.0912
28/01/2025,4.19,6067.7,128.2817
29/01/2025,4.21,6039.31,128.3418
30/01/2025,4.18,6071.17,128.1004
31/01/2025,4.22,6040.53,128.4828
03/02/2025,4.26,5994.57,129.109
04/02/2025,4.21,6037.88,128.1083
05/02/2025,4.17,6061.48,127.9751
06/02/2025,4.21,6083.57,128.2017
07/02/2025,4.29,6025.99,128.4292
10/02/2025,4.28,6066.44,128.6382
11/02/2025,4.29,6068.5,128.4322
12/02/2025,4.36,6051.97,128.3288
13/02/2025,4.31,6115.07,127.8931
14/02/2025,4.26,6114.63,127.1491
17/02/2025,,,
18/02/2025,4.29,6129.58,127.2906
19/02/2025,4.28,6144.15,127.7317
20/02/2025,4.28,6117.52,127.1126
21/02/2025,4.19,6013.13,127.1408
24/02/2025,4.13,5983.25,127.1921
25/02/2025,4.07,5955.25,127.3752
26/02/2025,4.05,5956.06,127.2822
27/02/2025,4.07,5861.57,127.9704
28/02/2025,3.99,5954.5,128.2805
03/03/2025,3.96,5849.72,127.75
04/03/2025,3.96,5778.15,127.9966
05/03/2025,3.99,5842.63,126.504
06/03/2025,3.96,5738.52,126.1099
07/03/2025,3.99,5770.2,125.9814
10/03/2025,3.89,5614.56,126.268
11/03/2025,3.94,5572.07,126.0457
12/03/2025,4.01,5599.3,125.8664
13/03/2025,3.94,5521.52,126.0031
14/03/2025,4.02,5638.94,125.6942
17/03/2025,4.06,5675.12,125.3688
18/03/2025,4.04,5614.66,125.488
19/03/2025,3.99,5675.29,125.8006
20/03/2025,3.95,5662.89,125.985
21/03/2025,3.94,5667.56,126.2679
24/03/2025,4.04,5767.57,126.1956
25/03/2025,3.96,5776.65,126.0535
26/03/2025,3.98,5712.2,126.2364
27/03/2025,3.97,5693.31,126.3626
28/03/2025,3.89,5580.94,126.4187
31/03/2025,3.89,5611.85,126.7075
01/04/2025,3.87,5633.07,126.4338
02/04/2025,3.91,5670.97,126.3811
03/04/2025,3.71,5396.52,124.7316
04/04/2025,3.68,5074.08,125.8129
07/04/2025,3.73,5062.25,126.8282
08/04/2025,3.71,4982.77,126.8668
09/04/2025,3.91,5456.9,126.628
10/04/2025,3.84,5268.05,125.089
11/04/2025,3.96,5363.36,124.0163
14/04/2025,3.84,5405.97,123.6598
15/04/2025,3.84,5396.63,123.776
16/04/2025,3.77,5275.7,123.2724
17/04/2025,3.81,5282.7,123.1298
18/04/2025,,,122.9865
21/04/2025,3.75,5158.2,122.3145
22/04/2025,3.76,5287.76,122.4175
23/04/2025,3.81,5375.86,123.0252
24/04/2025,3.77,5484.77,122.9251
25/04/2025,3.74,5525.21,122.8858
28/04/2025,3.67,5528.75,122.7176
29/04/2025,3.65,5560.83,122.5944
30/04/2025,3.6,5569.06,122.5921
01/05/2025,3.7,5604.14,123.1405
02/05/2025,3.83,5686.67,122.4962
05/05/2025,3.83,5650.38,122.2613
06/05/2025,3.78,5606.91,122.0417
07/05/2025,3.78,5631.28,122.117
08/05/2025,3.9,5663.94,122.7568
09/05/2025,3.88,5659.91,122.5191
12/05/2025,3.98,5844.19,123.4863
13/05/2025,4.02,5886.55,122.9583
14/05/2025,4.05,5892.58,122.6746
15/05/2025,3.96,5916.93,122.8174
16/05/2025,3.98,5958.38,123.0737
19/05/2025,3.97,5963.6,122.4186
20/05/2025,3.97,5940.46,122.3199
21/05/2025,4,5844.61,121.7496
22/05/2025,4,5842.01,122.0429
23/05/2025,4,5802.82,121.3837
26/05/2025,,,
27/05/2025,3.92,5921.54,121.6099
28/05/2025,3.96,5888.55,121.9888
29/05/2025,3.92,5912.17,121.5617
30/05/2025,3.89,5911.69,121.7674
02/06/2025,3.94,5935.94,121.1881
03/06/2025,3.96,5970.37,121.4592
04/06/2025,3.87,5970.81,121.0539
05/06/2025,3.92,5939.3,120.9596
06/06/2025,4.04,6000.36,121.161
09/06/2025,4.01,6005.88,120.9103
10/06/2025,4.01,6038.81,121.0485
11/06/2025,3.94,6022.24,120.587
12/06/2025,3.9,6045.26,120.1723
13/06/2025,3.96,5976.97,120.3245
16/06/2025,3.97,6033.11,120.1565
17/06/2025,3.94,5982.72,120.5048
18/06/2025,3.94,5980.87,120.7305
19/06/2025,,,
20/06/2025,3.9,5967.84,121.0408
23/06/2025,3.84,6025.17,121.1694
24/06/2025,3.75,6092.18,120.3645
25/06/2025,3.74,6092.16,120.3336
26/06/2025,3.7,6141.02,119.6451
27/06/2025,3.73,6173.07,119.659
30/06/2025,3.72,6204.95,119.4088
01/07/2025,3.78,6198.01,119.3436
02/07/2025,3.78,6227.42,119.3037
03/07/2025,3.88,6279.35,119.2382
04/07/2025,,,
07/07/2025,3.9,6229.98,119.6201
08/07/2025,3.9,6225.52,119.8371
09/07/2025,3.86,6263.26,119.7311
10/07/2025,3.86,6280.46,119.8343
11/07/2025,3.9,6259.75,119.9214
14/07/2025,3.9,6268.56,120.2209
15/07/2025,3.95,6243.76,120.5105
16/07/2025,3.88,6263.7,120.4175
17/07/2025,3.91,6297.36,120.6384
18/07/2025,3.88,6296.79,120.356
21/07/2025,3.85,6305.6,119.9961
22/07/2025,3.83,6309.62,119.681
23/07/2025,3.88,6358.91,119.5697
24/07/2025,3.91,6363.35,119.5664
25/07/2025,3.91,6388.64,119.9857
28/07/2025,3.91,6389.77,120.6149
29/07/2025,3.86,6370.86,120.9674
30/07/2025,3.94,6362.9,121.4042
31/07/2025,3.94,6339.39,121.721
01/08/2025,3.69,6238.01,121.2122
04/08/2025,3.69,6329.94,120.9859
05/08/2025,3.72,6299.19,120.9082
06/08/2025,3.69,6345.06,120.5082
07/08/2025,3.72,6340,120.5043
08/08/2025,3.76,6389.45,120.3329
11/08/2025,3.76,6373.45,120.6892
12/08/2025,3.72,6445.76,120.2736
13/08/2025,3.67,6466.58,120.13
14/08/2025,3.74,6468.54,120.6446
15/08/2025,3.75,6449.8,120.3377
18/08/2025,3.77,6449.15,120.5622
19/08/2025,3.75,6411.37,120.7224
20/08/2025,3.74,6395.78,120.7757
21/08/2025,3.79,6370.17,121.0843
22/08/2025,3.68,6466.91,120.2774
25/08/2025,3.73,6439.32,120.4214
26/08/2025,3.61,6465.94,120.5274
27/08/2025,3.59,6481.4,120.7274
28/08/2025,3.62,6501.86,120.2595
29/08/2025,3.59,6460.26,120.2082
01/09/2025,,,
02/09/2025,3.66,6415.54,120.6837
03/09/2025,3.61,6448.26,120.5052
04/09/2025,3.59,6502.08,120.7629
05/09/2025,3.51,6481.5,120.1282
08/09/2025,3.49,6495.15,120.0971
09/09/2025,3.54,6512.61,120.1569
10/09/2025,3.54,6532.04,120.1223
11/09/2025,3.52,6587.47,119.9534
12/09/2025,3.56,6584.29,120.0611
15/09/2025,3.54,6615.28,119.5644
16/09/2025,3.51,6606.76,119.1348
17/09/2025,3.52,6600.35,119.1582
18/09/2025,3.57,6631.96,119.6616
19/09/2025,3.57,6664.36,119.7858
22/09/2025,3.61,6693.75,119.8152
23/09/2025,3.53,6656.92,119.6202
24/09/2025,3.57,6637.97,120.1707
25/09/2025,3.64,6604.72,120.5419
26/09/2025,3.63,6643.7,120.4349
29/09/2025,3.63,6661.21,120.115
30/09/2025,3.6,6688.46,120.1368
01/10/2025,3.55,6711.2,120.1502
02/10/2025,3.55,6715.35,120.4296
03/10/2025,3.58,6715.79,120.0881
06/10/2025,3.6,6740.28,120.2722
07/10/2025,3.57,6714.59,120.4884
08/10/2025,3.58,6753.72,120.7766
09/10/2025,3.6,6735.11,121.0902
10/10/2025,3.52,6552.51,121.1163
13/10/2025,,6654.72,
14/10/2025,3.48,6644.31,121.1822
15/10/2025,3.5,6671.06,120.8642
16/10/2025,3.41,6629.07,120.6698
17/10/2025,3.46,6664.01,120.7028
20/10/2025,3.46,6735.13,120.6209
21/10/2025,3.45,6735.35,120.8895
22/10/2025,3.45,6699.4,120.8958
23/10/2025,3.48,6738.44,120.9531
24/10/2025,3.48,6791.69,120.9345
27/10/2025,3.48,6875.16,120.7988
28/10/2025,3.47,6890.89,120.6361
29/10/2025,3.59,6890.59,120.5312
30/10/2025,3.61,6822.34,121.2832
31/10/2025,3.6,6840.2,121.3859
03/11/2025,3.6,6851.97,121.4512
04/11/2025,3.58,6771.55,121.8271
05/11/2025,3.63,6796.29,121.8482
06/11/2025,3.57,6720.32,121.6948
07/11/2025,3.55,6728.8,121.388
10/11/2025,3.58,6832.43,121.2984
11/11/2025,,6846.61,
12/11/2025,3.56,6850.92,121.0458
13/11/2025,3.58,6737.49,120.7725
14/11/2025,3.62,6734.11,120.9666
17/11/2025,3.6,6672.41,121.1146
18/11/2025,3.58,6617.32,121.2127
19/11/2025,3.58,6642.16,121.4978
20/11/2025,3.55,6538.76,121.6889
21/11/2025,3.51,6602.99,121.8653
24/11/2025,3.46,6705.12,121.9171
25/11/2025,3.43,6765.88,121.6335
26/11/2025,3.45,6812.61,121.2437
27/11/2025,,,
28/11/2025,3.47,6849.09,121.0527
01/12/2025,3.54,6812.63,120.9862
02/12/2025,3.51,6829.37,121.1467
03/12/2025,3.49,6849.72,120.7336
04/12/2025,3.52,6857.12,120.6766
05/12/2025,3.56,6870.4,120.6863
08/12/2025,3.57,6846.51,120.776
09/12/2025,3.61,6840.51,120.6832
10/12/2025,3.54,6886.68,120.6752
11/12/2025,3.52,6901,119.98
12/12/2025,3.52,6827.41,120.1442
15/12/2025,3.51,6816.51,119.9561
16/12/2025,3.48,6800.26,119.8902
17/12/2025,3.49,6721.43,120.155
18/12/2025,3.46,6774.76,120.0528
19/12/2025,3.48,6834.5,120.1652
22/12/2025,3.44,6878.49,119.9912
23/12/2025,3.48,6909.79,119.7057
24/12/2025,3.47,6932.05,119.4372
25/12/2025,,,
26/12/2025,3.46,6929.94,119.4723
29/12/2025,3.45,6905.74,119.5899
30/12/2025,3.45,6896.24,119.4939
31/12/2025,3.47,6845.5,119.7456
01/01/2026,,,
02/01/2026,3.47,6858.47,119.6059
05/01/2026,3.46,6902.05,119.6192
06/01/2026,3.47,6944.82,119.7807
07/01/2026,3.47,6920.93,119.8719
08/01/2026,3.49,6921.46,120.0904
09/01/2026,3.54,6966.28,120.2215
12/01/2026,3.54,6977.27,119.9958
13/01/2026,3.53,6963.74,120.1401
14/01/2026,3.51,6926.6,119.9537
15/01/2026,3.56,6944.47,119.9951
16/01/2026,3.59,6940.01,120.0838
19/01/2026,,,
20/01/2026,3.6,6796.86,119.4455
21/01/2026,3.6,6875.62,119.3431
22/01/2026,3.61,6913.35,119.1962
23/01/2026,3.6,6915.61,118.8976
26/01/2026,3.56,6950.23,118.0525
27/01/2026,3.53,6978.6,117.4523
28/01/2026,3.56,6978.03,117.5117
29/01/2026,3.53,6969.01,117.4396
30/01/2026,3.52,6939.03,117.8996
02/02/2026,3.57,6976.44,118.3609
03/02/2026,3.57,6917.81,117.9764
04/02/2026,3.57,6882.72,118.2602
05/02/2026,3.47,6798.4,118.5034
06/02/2026,3.5,6932.3,118.2407
09/02/2026,3.48,6964.82,117.6392
10/02/2026,3.45,6941.81,117.5216
11/02/2026,3.52,6941.47,117.4601
12/02/2026,3.47,6832.76,117.5376
13/02/2026,3.4,6836.17,117.5258
16/02/2026,,,
17/02/2026,3.43,6843.22,117.7375
18/02/2026,3.47,6881.31,117.8426
19/02/2026,3.47,6861.89,118.2354
20/02/2026,3.48,6909.51,117.9917
23/02/2026,3.43,6837.75,117.9395
24/02/2026,3.43,6890.07,117.9463
25/02/2026,3.45,6946.13,117.769
26/02/2026,3.42,6908.86,117.9042
27/02/2026,3.38,6878.88,117.8223
02/03/2026,3.47,6881.62,118.667
03/03/2026,3.51,6816.63,119.4341
04/03/2026,3.54,6869.5,119.0705
05/03/2026,3.57,6830.71,119.5683
06/03/2026,3.56,6740.02,119.491
09/03/2026,3.56,6795.99,119.5151
10/03/2026,3.57,6781.48,118.7255
11/03/2026,3.64,6775.8,119.2885
12/03/2026,3.76,6672.62,119.8227
13/03/2026,3.73,6632.19,120.5518
16/03/2026,3.68,6699.38,120.097
17/03/2026,3.68,6716.09,119.8328
18/03/2026,3.76,6624.7,119.9276
19/03/2026,3.79,6606.49,120.1802
20/03/2026,3.88,6506.48,120.2757
23/03/2026,3.83,6581,119.9371
24/03/2026,3.9,6556.37,120.1295
25/03/2026,3.84,6591.9,120.1282
26/03/2026,3.96,6477.16,120.389
27/03/2026,3.88,6368.85,120.8851
30/03/2026,3.82,6343.72,121.2851
31/03/2026,3.79,6528.52,121.035
01/04/2026,3.81,6575.32,120.1198
02/04/2026,3.79,6582.69,120.503
03/04/2026,3.84,,120.6565
06/04/2026,3.84,6611.83,120.4302
07/04/2026,3.81,6616.85,120.32
08/04/2026,3.79,6782.81,119.0596
09/04/2026,3.78,6824.66,118.8998
10/04/2026,3.81,6816.89,118.8552
13/04/2026,3.78,6886.24,118.9916
14/04/2026,3.76,6967.38,118.3581
15/04/2026,3.76,7022.95,118.3623
16/04/2026,3.78,7041.28,118.3616
17/04/2026,3.71,7126.06,118.0795
20/04/2026,3.72,7109.14,
,,7064.01,
